English	Croatian
Transsexualism	Transseksualnost
Transylvania	Transilvanija
Trapezoid	Trapez (geometrija)
Treaty	Međunarodni ugovor
Treaty of Versailles	Versajski ugovor
Tree	Stablo
Triangle	Trokut
Triangulum	Trokut (zviježđe)
Triangulum Australe	Južni trokut
Triassic	Trijas
Tributary	Pritoka
Triceratops	Triceratops
Trier	Trier
Trigonometry	Trigonometrija
Trilobite	Trilobiti
Trilogy	Trilogija
Trinidad and Tobago	Trinidad i Tobago
Trinidad and Tobago	Kategorija:Trinidad i Tobago
Trinitrotoluene	Trinitrotoluen
Trinity	Trojstvo (nauk)
Tripoli	Tripoli
Tritium	Tricij
Triton (moon)	Triton (mjesec)
Triton (mythology)	Triton (mitologija)
Triumphal arch	Slavoluk
Trojan War	Trojanski rat
Trojan horse (computing)	Trojanski konj (softver)
Troll (Internet)	Internetski trol
Trolleybus	Trolejbus
Trombone	Trombon
Tropic of Cancer	Rakova obratnica
Tropic of Capricorn	Jarčeva obratnica
Tropics	Tropi
Troposphere	Troposfera
Troy	Troja
Truck	Kamion
Truman Doctrine	Trumanova doktrina
Trumpet	Truba
Truth	Istina
Trygve Lie	Trygve Lie
Tryptophan	Triptofan
Tsunami	Cunami
Tuba	Tuba
Tuber (genus)	Gomoljače
Tuberculosis	Tuberkuloza
Tucana	Tukan (zviježđe)
Tucson	Tucson, Arizona
Tuesday	Utorak
Tungsten	Volfram
Tunicate	Plaštenjaci
Tunis	Tunis (grad)
Tunisia	Tunis
Tunisia	Kategorija:Tunis
Tunnel	Tunel
Turin	Torino
Turing machine	Turingov stroj
Turkey	Turska
Turkey	Kategorija:Turska
Turkmenistan	Turkmenistan
Turkmenistan	Kategorija:Turkmenistan
Turtle	Kornjače
Tuscany	Toskana
Tuvalu	Tuvalu
Tuvalu	Kategorija:Tuvalu
Tux	Tux
Tycho Brahe	Tycho Brahe
Typhon	Tifon
Tyrannosaurus	Tiranosaur
Tyre	Tir
Tyrrhenian Sea	Tirensko more
U	U
UNESCO	UNESCO
Ufa	Ufa
Uganda	Uganda
Uganda	Kategorija:Uganda
Ukraine	Ukrajina
Ukraine	Kategorija:Ukrajina
Ulan Bator	Ulan Bator
Ultrasound	Ultrazvuk
Ultraviolet	Ultraljubičasto zračenje
Ulysses S. Grant	Ulysses S. Grant
Umbria	Umbrija
Unemployment	Nezaposlenost
Unicorn	Jednorog
Unidentified flying object	NLO
Uniform Resource Locator	URL
United Arab Emirates	Ujedinjeni Arapski Emirati
United Arab Emirates	Kategorija:Ujedinjeni Arapski Emirati
United Arab Republic	Ujedinjena Arapska Republika
United Kingdom	Ujedinjeno Kraljevstvo
United Kingdom	Kategorija:Ujedinjeno Kraljevstvo
United Nations	Ujedinjeni narodi
United Nations	Kategorija:Ujedinjeni narodi
United Nations Children's Fund	UNICEF
United States	Sjedinjene Američke Države
United States	Kategorija:SAD
United States Air Force	Ratno zrakoplovstvo SAD-a
United States Congress	Kongres Sjedinjenih Američkih Država
United States Military Academy	Vojna akademija West Point
United States Navy	Ratna mornarica SAD-a
United States Senate	Senat SAD
United States Virgin Islands	Američki Djevičanski otoci
United States dollar	Američki dolar
Universe	Svemir
University	Sveučilište
Unix	UNIX
Ununbium	Ununbij
Ununhexium	Ununheksij
Ununpentium	Ununpentij
Ununquadium	Ununkvadij
Ununtrium	Ununtrij
Uppsala	Uppsala
Upsilon	Ipsilon
Ural Mountains	Ural (gorje)
Urania	Uranija
Uranium	Uranij
Uranus	Uran (planet)
Uranus	Kategorija:Uran
Uranus (mythology)	Uran (mitologija)
Ursa Major	Veliki medvjed
Ursa Minor	Mali medvjed
Uruguay	Urugvaj
Uruguay	Kategorija:Urugvaj
Utah	Utah
Utah	Kategorija:Utah
Uterus	Maternica
Utilitarianism	Utilitarizam
Uzbekistan	Uzbekistan
Uzbekistan	Kategorija:Uzbekistan
V	V
Vacuole	Vakuole
Vacuum	Vakuum
Vacuum tube	Elektronska cijev
Vaduz	Vaduz
Vagina	Vagina
Valencia	Valencia
Valencia	Valencia (razdvojba)
Valentina Tereshkova	Valentina Terješkova
Valentine's Day	Valentinovo
Valhalla	Valhala
Valkyrie	Valkire
Valletta	Valletta
Vampire	Vampir
Vanadium	Vanadij
Vancouver	Vancouver
Vanuatu	Vanuatu
Vanuatu	Kategorija:Vanuatu
Varna	Varna
Vatican City	Vatikan
Vatican City	Kategorija:Vatikan
Vector (spatial)	Vektor
Vega	Vega
Vegetable	Povrće
Vegetarianism	Vegetarijanska prehrana
Vein	Vena
Vela (constellation)	Jedro (zviježđe)
Veneto	Veneto
Venezuela	Venezuela
Venezuela	Kategorija:Venezuela
Venice	Venecija
Venus	Venera (planet)
Venus (disambiguation)	Venera
Venus (mythology)	Venera (mitologija)
Verb	Glagoli
Vermont	Vermont
Vermont	Kategorija:Vermont
Verona	Verona
Versailles	Versailles
Vertebral column	Kralježnica
Vertebrate	Kralježnjaci
Vespasian	Vespazijan
Victor Hugo	Victor Hugo
Victoria	Victoria, Sejšeli
Victoria	Victoria (Kanada)
Victoria	Victoria
Victoria (Australia)	Victoria (Australija)
Video	Video
Vienna	Beč
Vienna	Kategorija:Beč
Vientiane	Vientiane
Vietnam	Vijetnam
Vietnam	Kategorija:Vijetnam
Vietnam War	Vijetnamski rat
Viking	Vikinzi
Village	Selo
Vilnius	Vilnius
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Viola	Viola
Violence	Nasilje
Violin	Violina
Virgil	Publije Vergilije Maron
Virgin Islands	Djevičanski otoci
Virginia	Virginia
Virginia	Kategorija:Virginia
Virginia Woolf	Virginia Woolf
Virgo (constellation)	Djevica (zviježđe)
Virtue	Vrlina
Virus	Virusi (biologija)
Viscosity	Viskoznost
Vishnu	Višnu
Vistula	Visla
Vitamin	Vitamini
Vitamin A	Vitamin A
Vitamin B6	Vitamin B6
Vitamin C	Vitamin C
Vitamin D	Vitamin D
Vitamin K	Vitamin K
Vittorio De Sica	Vittorio De Sica
Vivien Leigh	Vivien Leigh
Vladimir Lenin	Vladimir Lenjin
Vladimir Nabokov	Vladimir Nabokov
Vladimir Putin	Vladimir Putin
Vladivostok	Vladivostok
Vocative case	Vokativ
Vodka	Vodka
Volans	Leteća riba (zviježđe)
Volcano	Vulkan
Volga River	Volga
Volgograd	Volgograd
Volleyball	Odbojka
Volleyball	Kategorija:Odbojka
Volt	Volt
Voltage	Napon
Voltaire	Voltaire
Volume	Obujam
Vomiting	Povraćanje
Voodoo	Vudu
Vowel	Samoglasnik
Vulgar Latin	Vulgarni latinski jezik
Vulpecula	Lisica (zviježđe)
Vulva	Stidnica
W	W
W. Somerset Maugham	William Somerset Maugham
WYSIWYG	WYSIWYG
Wales	Wales
Wales	Kategorija:Wales
Walnut	Orah
Walrus	Morževi
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Gropius	Walter Gropius
Walter Scott	Walter Scott
War	Rat
War	Kategorija:Ratovi
Wars of the Roses	Ratovi dviju ruža
Warsaw	Varšava
Washington	Washington, District of Columbia
Washington	Washington (savezna država)
Washington	Kategorija:Washington (savezna država)
Washington (disambiguation)	Washington
Wassily Kandinsky	Vasilij Kandinski
Waste	Otpad
Water	Voda
Water polo	Vaterpolo
Watergate scandal	Watergate
Watermelon	Lubenica
Watt	Vat
Watt-hour	Vatsat
Wave	Val
Weak interaction	Slaba nuklearna sila
Weapon	Oružje
Weather	Vrijeme (klima)
Web browser	Web preglednik
Weber (unit)	Veber
Wednesday	Srijeda
Week	Tjedan
Weight	Težina
Weightlifting	Dizanje utega
Weimar	Weimar
Weimar Republic	Weimarska Republika
Wellington	Wellington
Werewolf	Vukodlak
Wernher von Braun	Wernher von Braun
Weser River	Weser
West	Zapad
West Africa	Zapadna Afrika
West Germany	Zapadna Njemačka
West Virginia	Zapadna Virginia
West Virginia	Kategorija:Zapadna Virginia
Western Australia	Zapadna Australija
Western Roman Empire	Zapadno Rimsko Carstvo
Western Sahara	Zapadna Sahara
Western Sahara	Kategorija:Zapadna Sahara
Westminster Abbey	Westminsterska opatija
Wheat	Pšenica
Wheel	Kotač
Whisky	Viski
White House	Bijela kuća
White Sea	Bijelo more
White blood cell	Leukociti
White dwarf	Bijeli patuljak
Wicca	Wicca
Wide area network	WAN
Wiesbaden	Wiesbaden
Wildcat	Divlja mačka
Wilhelm Ostwald	Wilhelm Ostwald
Will (law)	Oporuka
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Golding	William Golding
William Harvey	William Harvey
William Henry Harrison	William Henry Harrison
William Herschel	William Herschel
William Howard Taft	William Howard Taft
William II	Vilim II.
William James	William James
William McKinley	William McKinley
William Shakespeare	William Shakespeare
William Shockley	William Bradford Shockley
William Wordsworth	William Wordsworth
William of Ockham	William Occam
Willow	Vrbe
Willy Brandt	Willy Brandt
Windhoek	Windhoek
Windmill	Vjetrenjača
Wine	Vino
Wine	Kategorija:Vino
Winston Churchill	Winston Churchill
Winter	Zima
Winter Olympic Games	Zimske olimpijske igre
Winter Olympic Games	Kategorija:Zimske olimpijske igre
Wisconsin	Wisconsin
Wisconsin	Kategorija:Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Woman	Žena
Wood	Drvo (materijal)
Woodrow Wilson	Woodrow Wilson
Woodwind instrument	Drveni puhački instrumenti
Woody Allen	Woody Allen
Word	Riječ
Word processor	Program za obradu riječi
World	Svijet
World Health Organization	Svjetska zdravstvena organizacija
World Meteorological Organization	Svjetska meteorološka organizacija
World Trade Center	Svjetski trgovački centar
World Trade Organization	Svjetska trgovinska organizacija
World War I	Prvi svjetski rat
World War I	Kategorija:Prvi svjetski rat
World War II	Drugi svjetski rat
World War II	Kategorija:Drugi svjetski rat
World Wide Web	World Wide Web
World Wide Web	Kategorija:World Wide Web
Worm	Crvi
Wyoming	Wyoming
Wyoming	Kategorija:Wyoming
X	X
X-ray	X-zrake
Xenarthra	Xenarthra
Xenon	Ksenon
Xenophanes	Ksenofan
Xenophobia	Ksenofobija
Xi	Ksi
Y	Y
Yale University	Sveučilište Yale
Yalta Conference	Konferencija u Jalti
Yangon	Yangon
Yangtze River	Jangce
Yard	Jard
Yasser Arafat	Jaser Arafat
Year	Godina
Years	Kategorija:Godine
Yellow	Žuta
Yellow Sea	Žuto more
Yellowstone National Park	Nacionalni park Yellowstone
Yemen	Jemen
Yemen	Kategorija:Jemen
Yerevan	Erevan
Yeti	Jeti
Yggdrasil	Igdrasil
Yo-yo	Yo-yo
Yoga	Joga
Yoghurt	Jogurt
Yom Kippur	Yom Kippur
Yom Kippur War	Jomkipurski rat
Yosemite National Park	Nacionalni park Yosemite
Ytterbium	Iterbij
Yttrium	Itrij
Yuan Dynasty	Dinastija Yuan
Yugoslavia	Jugoslavija
Yugoslavia	Kategorija:Jugoslavija
Yuri Gagarin	Jurij Gagarin
Z	Z
Zachary Taylor	Zachary Taylor
Zagreb	Zagreb
Zambezi	Zambezi
Zambia	Zambija
Zambia	Kategorija:Zambija
Zaragoza	Zaragoza
Zealand	Zeland
Zen	Zen
Zenith	Zenit
Zeno (emperor)	Zenon, bizantski car
Zeno of Elea	Zenon iz Eleje
Zeus	Zeus
Zeus (disambiguation)	Zeus
Ziggurat	Zigurat
Zimbabwe	Zimbabve
Zimbabwe	Kategorija:Zimbabve
Zinc	Cink
Zionism	Cionizam
Zirconium	Cirkonij
Zodiac	Zodijak
Zoo	Zoološki vrt
Zoology	Zoologija
Zoology	Kategorija:Zoologija
Zoroastrianism	Zoroastrizam
Zulu	Zulu
