English	Serbian
Oaxaca	Оахака (држава)
Ob River	Об (река у Русији)
Obesity	Гојазност
Object-oriented programming	Објектно оријентисано програмирање
Oboe	Обоа
Observatory	Опсерваторија
Obsidian	Обсидијан
Occam's razor	Окамова бритва
Ocean	Океан
Oceania	Океанија
Oceania	Категорија:Океанија
Oceanid	Океаниде
Oceanography	Океанографија
Oceanography	Категорија:Океанографија
Octal	Октални систем
Octave	Октава (музика)
October	Октобар
October 12	12. октобар
October 24	24. октобар
October Revolution	Октобарска револуција
Octopus	Октопод
Oder River	Одра
Odessa	Одеса
Odin	Один
Odonata	Вилински коњици
Odysseus	Одисеј
Odyssey	Одисеја
Oedipus	Едип
Ohio	Охајо (држава)
Ohm	Ом (јединица)
Ohm's law	Омов закон
Okapi	Окапи
Oklahoma	Оклахома
Oklahoma City	Оклахома (град)
Oktoberfest	Октоберфест
Old Church Slavonic	Старословенски језик
Old Testament	Стари завет
Oligarchy	Олигархија
Olive	Маслина
Olive oil	Маслиново уље
Oliver Cromwell	Оливер Кромвел
Olympia	Олимпија (Грчка)
Olympic Games	Олимпијске игре
Olympics	Категорија:Олимпијске игре
Omaha	Омаха
Oman	Оман
Oman	Категорија:Оман
Oncology	Категорија:Онкологија
Onion	Црни лук
Ontario	Онтарио
Ontario	Категорија:Онтарио
Ontology	Онтологија
Oort cloud	Ортов облак
Opera	Опера
Opera (Internet suite)	Опера (браузер)
Operetta	Оперета
Opium	опијум
Optical fiber	Оптички кабл
Optics	Оптика
Optics	Категорија:Оптика
Optimization (mathematics)	Оптимизација (математика)
Oral sex	Орални секс
Orange (colour)	Наранџаста боја
Orange (fruit)	Наранџа
Orangutan	Орангутан
Orbit	Орбита
Orca	Кит убица
Orchestra	Оркестар
Order of Saint Benedict	Бенедиктинци
Oregano	Вранилова трава
Oregon	Орегон
Orestes (mythology)	Орест
Organ (music)	Оргуље
Organic chemistry	Органска хемија
Organic chemistry	Категорија:Органска хемија
Organism	Организам
Organization	Организације
Organization of American States	Организација америчких држава
Orgasm	Оргазам
Origen	Ориген
Original sin	Првородни грех
Orinoco	Ориноко
Orion (constellation)	Сазвежђе Орион
Orissa	Ориса
Ornithology	Орнитологија
Ornithology	Категорија:Орнитологија
Orpheus	Орфеј
Orson Welles	Орсон Велс
Orthography	Правопис
Osaka	Осака
Osama bin Laden	Осама бин Ладен
Oscar Wilde	Оскар Вајлд
Osiris	Озирис
Oslo	Осло
Osman I	Осман I
Osmium	Осмијум
Ostrava	Острава
Ostrich	Ној
Othello	Отело (драма)
Otho	Отон
Ottawa	Отава
Otto Hahn	Ото Хан
Otto I	Отон I
Otto von Bismarck	Ото фон Бизмарк
Ottoman Empire	Османско царство
Ottoman Empire	Категорија:Османско царство
Ounce	Унца
Ovary	Јајници
Ovid	Овидије
Oviedo	Овиједо
Ovum	Јајна ћелија
Owl	Сова
Oxford	Оксфорд
Oxidation state	Оксидациони број
Oxide	Оксид
Oxygen	Кисеоник
Oxytocin	Окситоцин
Ozone	Озон
P	P (слово латинице)
PH	PH вредност
Pablo Neruda	Пабло Неруда
Pablo Picasso	Пабло Пикасо
Pacific Ocean	Велики тихи океан
Pacifism	Пацифизам
Padua	Падова
Paganism	Паганизам
Painting	Категорија:Сликарство
Pakistan	Пакистан
Pakistan	Категорија:Пакистан
Palace of Versailles	Версајска палата
Palau	Палау
Palau	Категорија:Палау
Paleolithic	Палеолит
Paleontology	Палеонтологија
Paleozoic	Палеозоик
Palermo	Палермо
Palestine	Палестина
Palestine	Категорија:Палестина
Palestine Liberation Organization	Палестинска ослободилачка организација
Pali	Пали
Palladium	Паладијум
Palmyra	Палмира
Pan (mythology)	Пан
Panama	Панама
Panama	Категорија:Панама
Panama Canal	Панамски канал
Panama City	Панама (град)
Pancreas	Гуштерача
Pandora	Пандора
Pangaea	Пангеа
Papal States	Папска држава
Papua New Guinea	Папуа Нова Гвинеја
Papua New Guinea	Категорија:Папуа Нова Гвинеја
Papyrus	Папирус
Parabola	Парабола
Paracelsus	Парацелзус
Paradigm	Парадигма
Paragliding	Једрење падобраном
Paraguay	Парагвај
Paraguay	Категорија:Парагвај
Parallelogram	Паралелограм
Paramaribo	Парамарибо
Paranoia	Параноја
Paraphilia	Парафилије
Parapsychology	Парапсихологија
Parasitism	Паразитизам
Paris	Париз
Paris	Категорија:Париз
Paris (mythology)	Парис
Parity (mathematics)	Парни и непарни бројеви
Parkinson's disease	Паркинсонова болест
Parliament	Скупштина
Parmenides	Парменид
Parody	Parodija
Parsec	Парсек
Parsley	Першун
Parthenon	Партенон
Parthia	Партијско царство
Pascal (programming language)	Паскал (програмски језик)
Pascal (unit)	Паскал
Passover	Пасха
Passport	Пасош
Password	Лозинка
Patagonia	Патагонија
Pathology	Патологија
Patras	Патра
Patriarch	Патријарх
Paul Gauguin	Пол Гоген
Paul Johann Ludwig von Heyse	Paul Hajze
Paul Klee	Паул Кле
Paul McCartney	Пол Макартни
Paul Newman	Пол Њуман
Paul Verlaine	Пол Верлен
Paul the Apostle	Свети апостол Павле
Paul von Hindenburg	Паул фон Хинденбург
Pauli exclusion principle	Паулијев принцип
Pawn (chess)	Пешак (шах)
Pays de la Loire	Регион Лоара
Pea	Грашак
Peace	Мир
Peace of Westphalia	Вестфалски мир
Peach	Бресква
Peafowl	Паун
Peanut	Кикирики
Pear	Крушка
Pearl	Бисер
Pedagogy	Педагогија
Pedagogy	Категорија:Педагогија
Pediatrics	Педијатрија
Pedophilia	Педофилија
Pedunculate Oak	Храст лужњак
Peloponnese	Пелопонез
Peloponnesian War	Пелопонески рат
Pencil	Оловка
Penelope	Пенелопа
Penguin	Пингвин
Penicillin	Пеницилин
Peninsula	Полуострво
Pennsylvania	Пенсилванија
Pentagon	Петоугао
Pentecost	Духови (празник)
People	Категорија:Биографије
People's Republic of China	Кина
Pepin the Short	Пипин Мали
Pepsi	Пепси
Perception	Опажање
Percussion instrument	Удараљке
Peregrine Falcon	Сиви соко
Perestroika	Перестројка
Perfume	Парфем
Pericles	Перикле
Period (periodic table)	Периода периодног система елемената
Periodic table	Периодни систем елемената
Perm	Перм (Русија)
Permafrost	Пермафрост
Pernambuco	Пернамбуко
Perpetual motion	Перпетуум мобиле
Persephone	Персефона
Persepolis	Персепољ
Perseus	Персеј
Persian Empire	Персијско царство
Persian Gulf	Персијски залив
Perth	Перт
Peru	Перу
Peru	Категорија:Перу
Pesticide	Пестициди
Peter Abelard	Абелар
Peter Paul Rubens	Петер Паул Рубенс
Peter Sellers	Питер Селерс
Petrarch	Франческо Петрарка
Petroleum	Нафта
Petrology	Петрологија
Pharaoh	Фараон
Pharmacology	Категорија:Фармакологија
Pharynx	Ждрело
Phenomenology	Феноменологија
Phenotype	Фенотип
Phenylalanine	Фенилаланин
Phenylketonuria	Фенилкетонурија
Philadelphia	Филаделфија (САД)
Philately	Филателија
Philately	Категорија:Филателија
Philip II of Macedon	Филип II Македонски
Philip II of Spain	Филип II од Шпаније
Philippine Sea	Филипинско море
Philippines	Филипини
Philippines	Категорија:Филипини
Philology	Филологија
Philology	Категорија:Филологија
Philosophy	Филозофија
Philosophy	Категорија:Филозофија
Phnom Penh	Пном Пен
Phobia	Фобија
Phobos (moon)	Фобос
Phoenicia	Феникија
Phoenix	Финикс
Phoenix (mythology)	Феникс
Phoenix (spacecraft)	Феникс (свемирски брод)
Phonetics	Фонетика
Phonetics	Категорија:Фонетика
Phonology	Фонологија
Phosphoric acid	Фосфорна киселина
Phosphorus	Фосфор
Photography	Фотографија
Photography	Категорија:Фотографија
Photon	Фотон
Photosynthesis	Фотосинтеза
Physical chemistry	Физичка хемија
Physical chemistry	Категорија:Физичка хемија
Physics	Физика
Physics	Категорија:Физика
Physics	Портал:Физика
Physiology	Физиологија
Physiology	Категорија:Физиологија
Pi	Пи
Piano	Клавир
Picardie	Пикардија
Pidgin (software)	Гаим
Piedmont	Пијемонт
Pierre Curie	Пјер Кири
Pierre de Fermat	Пјер де Ферма
Piet Mondrian	Пит Мондријан
Pieter Zeeman	Питер Земан
Pigment	pigment
Pilsen	Плзењ
Pindar	Pindar
Pine	Бор (биљка)
Pineapple	Ananas comosus
Pinniped	Перајари
Piracy	Гусари
Pisa	Пиза
Pisces (constellation)	Сазвежђе Рибе
Pittsburgh	Питсбург
Pituitary gland	Хипофиза
Pixel	Пиксел
Pizza	Пица
Plane (mathematics)	Раван
Planet	Планета
Plankton	Планктон
Plant	Биљке
Plasma (physics)	Плазма (физика)
Plasmid	Плазмид
Plastic	Пластика
Plastid	Пластид
Plate tectonics	Тектоника плоча
Platelet	Крвне плочице
Platinum	Платина
Plato	Платон
Playboy	Плејбој (часопис)
Pleven	Плевен
Pliny the Younger	Плиније Млађи
Plotinus	Плотин
Plovdiv	Пловдив
Plum	Шљива
Plutarch	Плутарх
Pluto	Плутон (патуљаста планета)
Pluto (disambiguation)	Плутон
Plutonium	Плутонијум
Pneumonia	Упала плућа
Po River	По (река)
Poetry	Поезија
Poetry	Категорија:Поезија
Point (geometry)	Тачка (геометрија)
Poison	Отров
Poitou-Charentes	Поату-Шарант
